,abstract/snippet,lead_paragraph,headline,keywords,pub_date,document_type,section_name,type_of_material
0,The cause of the three-alarm blaze remains under investigation.,"A fire swept through the top floor of a Bronx apartment building on Tuesday night, killing four people and injuring one, officials said.",Fire at Bronx Apartment Building Kills 4,"Bronx (NYC);Grand Concourse (Bronx, NY);Fires and Firefighters;Deaths (Fatalities)",2020-04-01,article,New York,News
0,"Florida’s governor belatedly directed residents to stay home, but only after a call with President Trump. States raised new concerns about medical supplies, and fears grew about a prolonged global downturn.",This briefing has ended. Read our global live coverage on the coronavirus pandemic here.,"Coronavirus Spreads Amid Supply Shortages, Stay-at-Home Orders and Sobering Economics","Coronavirus (2019-nCoV);Trump, Donald J;Birx, Deborah L;Epidemics;Deaths (Fatalities)",2020-04-01,article,World,News
0,Live updates on stock market and business news during the coronavirus outbreak.,This briefing is no longer updating. Read the latest developments in the coronavirus outbreak here.,Retailers Under Pressure to Protect Workers,United States Economy;Standard & Poor's 500-Stock Index;Stocks and Bonds;Coronavirus (2019-nCoV);Economic Conditions and Trends;International Trade and World Market,2020-04-01,article,Business Day,News
0,A British thriller series is on Hulu. And “The Iliza Shlesinger Sketch Show” debuts on Netflix.,"BAGHDAD CENTRAL Stream on Hulu. An Iraqi inspector searches post-9/11 Baghdad for his missing daughter in this thriller series. Set around America’s 2003 invasion of Iraq, “Baghdad Central” stars Waleed Zuaiter as Muhsin Al-Khafaji, a former law enforcement operative whose mission requires him to form an uneasy partnership with U.S. forces. (“I’m never sure if they’re going to shoot me in the head,” he says early on.) The series, based on a novel by the scholar Elliott Colla, originally aired on the British network Channel 4 and was generally well-received. “It’s nice to see an Iraq war-set thriller that centers on Iraqi lives for a change,” Ellen E. Jones wrote in a review for The Guardian. “Nice because it’s the right thing for a socially conscious broadcaster to commission, but also just nice because it makes for some refreshingly original entertainment.”",What’s on TV Wednesday: ‘Baghdad Central’ and a Sketch Comedy Show,Television;Movies,2020-04-01,article,Arts,News
0,This word has appeared in eight articles on NYTimes.com in the past year.,_________,Word + Quiz: limn,,2020-04-01,article,The Learning Network,News
0,“The Tonight Show” host said New Yorkers thought the flashing red-and-white light display “meant Target finally got a shipment of toilet paper.”,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox.","Empire State Building Coronavirus Tribute Rang a False Alarm, Fallon Jokes","Colbert, Stephen;Fallon, Jimmy;Kimmel, Jimmy;Meyers, Seth;Noah, Trevor (1984- );Trump, Donald J;Late Show with Stephen Colbert (TV Program);The Daily Show with Trevor Noah (TV Program);The Tonight Show (TV Program)",2020-04-01,article,Arts,News
0,"Expatriates, especially in New York, have abandoned the lives they built over fear of the inequalities in the American health care system.","SYDNEY, Australia — As countries began sealing their borders against the coronavirus and airlines rapidly slashed flights, Isabel Lo, who is due to give birth in July, had a decision to make: rely on the American health care system or leave her husband to fly home to Australia.",They Made New Lives in the U.S. The Coronavirus Sent Them Fleeing.,Coronavirus (2019-nCoV);Health Insurance and Managed Care;Foreign Workers;Immigration and Emigration;United States;New York City;Australia,2020-04-01,article,World,News
0,"Now that schools have closed, have you created a space for learning in your home?",Has your school shifted to remote learning in response to the coronavirus pandemic? Do you have a dedicated space for learning in your home? What does it look like? What things have you included to help you learn and make your space comfortable? Do you like working there? Why or why not?,Your Learning Space,,2020-04-01,article,The Learning Network,News
0,"Traders scour factories and warehouses, find planes and pilots and look for buyers as hospitals and governments beg for protective gear.",SHANGHAI — Million-dollar wire transfers to strangers. Rumors of hidden supplies in forgotten warehouses. Wheeler-dealers trying to talk regulators and customs officials into letting that one precious shipment through.,Coronavirus Battle Creates a Global ‘Free-for-All’ to Find Masks,Coronavirus (2019-nCoV);Masks;Protective Clothing and Gear;Factories and Manufacturing;Medical Devices;Freight (Cargo);International Trade and World Market;China;Shortages,2020-04-01,article,Business Day,News
0,"“Bluey” is the country’s biggest children’s TV export since “The Wiggles,” speaking with rare frankness to young and old.","SYDNEY, Australia — Joe Brumm’s daughter was 3 when she was first admitted to a hospital with an asthma-like illness. She spent a week in intensive care.",Stuck Inside? Here’s an Australian Kids’ Show Every Parent Can Love,Children and Childhood;Television;Parenting;Dogs;Cartoons and Cartoonists;Australia,2020-04-01,article,Arts,News
0,"Irby’s new essay collection, “Wow, No Thank You,” offers more of her deadpan, confiding voice, which ranges from high silliness to emotionally painful depths.","It’s been 20 years since Anthony Bourdain published his best-selling memoir “Kitchen Confidential,” with its solemn warning: Never order fish on Mondays.","The Wildly Funny Samantha Irby Is Back, Not a Moment Too Soon","Irby, Samantha;Books and Literature;Wow, No Thank You.: Essays (Book)",2020-04-01,article,Books,Review
0,Sifting through river muck for treasure — and the lessons of human history.,"I was a magpie as a child; I am a magpie now. My interest is piqued by shiny objects: In my pockets are brass buttons, pressed coins, old brooches. I am fascinated by the things people hold onto, the stuff that rattles talismanic in their bedside tables. A coin, or battered key, a ring from the five-and-dime — ancient codes to crack when someone dies, if no one’s kept their history. I hold dear a pin bearing Patti Smith, and a little jade elephant that lives in the pocket of my handbag. I have a mourning ring that my grandmother left me, of jet and pearl, but whom it mourns I do not know.",Letter of Recommendation: Mudlarking,"Rivers;Bones;Mines and Mining;Smith, Patti;River Thames (England);London (England)",2020-04-01,article,Magazine,News
0,"Celebrities are reminding us to stay home, encouraging us to keep up our spirits and sharing how they are coping. Should they?","Are you a fan of celebrity culture? Do you follow any stars on Instagram, Twitter or other social media? How much do they influence your interests, attitudes or behavior?",What Role Should Celebrities Have During the Coronavirus Crisis?,,2020-04-01,article,The Learning Network,News
0,"Chemists at some of the biggest legal-weed companies are after an elusive prize: a predictable, reliable product.","To hear more audio stories from publishers, like The New York Times, download Audm for iPhone or Android.",Cannabis Scientists Are Chasing the Perfect High,Cannabis Foods and Products;Marijuana;Drugs (Pharmaceuticals);Research;Food and Drug Administration,2020-04-01,article,Magazine,News
0,"DevaCurl, which for many women represented a hard-won acceptance of their curls, is a target of class-action lawsuits.",Ayesha Malik’s long dark hair once fell in such unbelievably perfect Botticelli curls that in 2017 she felt compelled to take to YouTube to prove to online naysayers that she didn’t use a curling iron or wear a wig.,Did a Cult Hair-Care Line Cause Thousands of Women to Lose Their Hair?,Hair;Suits and Litigation (Civil);DevaConcepts LLC,2020-04-01,article,Style,News
0,"“The Boy, the Mole, the Fox and the Horse” will spark lively conversation among people who have run out of things to say.","Welcome to Group Text, a monthly column for readers and book clubs about novels and memoirs that make you want to talk, ask questions and dwell in another world for a little bit longer. This month we’re taking a slightly different approach. Instead of picking a brand-new book and reviewing it, we’re introducing you to one that’s been out for a few months and feels right for the time we're in today. We checked in with the author to find out what inspired him to tell this story, and why his message may be especially welcome right now.",Looking for a Book to Read With Your Family?,,2020-04-01,article,Books,News
0,Coronavirus fears and lockdowns on travel have complicated the lives of families who rely on the in-home child care help of au pairs.,"Keith Rothfritz said that when his au pair, Milenia Ataidio, asked to talk this month, she was visibly upset. The young woman had come to the United States in December as an au pair from Brazil to live with the Rothfritzes and help care for their three young sons — 2-year-old twins and a 6-month-old.",Au Pairs Caught Between Work and a Pandemic,Au Pair in America;Child Care;Quarantines;Coronavirus (2019-nCoV);Families and Family Life;Visas,2020-04-01,article,Well,News
0,Just because a coronavirus test says you don’t have the virus doesn’t mean you aren’t infected — or infectious.,You had some exposures that may put you at risk for coronavirus. A few days later you come down with a bad cough yourself and feel a little short of breath and really tired. You take your temperature: 101 degrees. A fever.,"If You Have Coronavirus Symptoms, Assume You Have the Illness, Even if You Test Negative",Tests (Medical);Coronavirus (2019-nCoV);Quarantines;ANTIBIOTICS;Influenza;Hygiene and Cleanliness,2020-04-01,article,Well,News
0,"With the coronavirus upon us, Americans now must confront death up close.","Before this novel coronavirus ever reached American shores, I heard dark tones of reassurance. Don’t worry, people said. It kills only the old and the sick. The thought, a temporary (and misleading) escape from rising panic, crossed my mind, and surfaced in conversation. When I spoke last week to Jessica Smietana, a 30-year-old doctoral student in French literature at New York University, she admitted the thought had occurred to her, too. “I remember saying, ‘Well, you know, when it’s reaching people that aren’t in vulnerable populations, that’s when I’ll worry about it.’”",He Was Already Sick. Was His Life Worth Less Than Yours?,Coronavirus (2019-nCoV);Elderly;Hospice Care;Medicine and Health;Death and Dying,2020-04-01,article,Opinion,Op-Ed
0,Cooped up and looking for a new form of entertainment? Consider gaming. Intimidated? We’re here to help.,"You’re one of the millions of Americans working from home. You’ve finished a few books, watched countless hours of television and maybe even dug out an old board game or two. What you aren’t: a gamer. Maybe you had an infatuation with the Sims that petered out in college or secretly dabble with Candy Crush. Maybe you’ve never played a video game. Perhaps you’re intimidated or just think gaming isn’t for you.","For the Uninitiated and Bored, an Introduction to the World of Gaming",Computer and Video Games;Computers and the Internet,2020-04-01,article,Arts,News
0,"The death of Father Jorge Ortiz-Garay, the first Catholic priest known to have died of the coronavirus in the United States, rattled a community that is unable to congregate and mourn.",Father Jorge Ortiz-Garay did not want his parishioners to be afraid.,"He Said Mass Via Live Stream. 8 Days Later, He Fell to the Virus.","Coronavirus (2019-nCoV);Roman Catholic Church;Ortiz-Garay, Jorge;Clergy;Bushwick (Brooklyn, NY)",2020-04-01,article,New York,News
0,"Taking an extra 4,000 steps a day, even if it’s around your living room, may lower your risk of dying prematurely.","Taking an extra 4,000 steps a day might reduce our risk of dying prematurely, even if those steps are not swift, according to a large-scale new study of moving and mortality. At a time when so many of us are confined to home and worried about whether we are being active enough, the study is especially inspiring in that the added steps do not have to come from running or other vigorous exercise. It finds that for every additional 4,000 steps someone takes in a day, even if it’s just ambling around the block or across the room, his or her risk of dying early from heart disease, cancer or any other cause drops by 50 percent or more.",Stuck Inside? Keep Walking,Longevity;Coronavirus (2019-nCoV);Heart;Walking;Quarantines;Exercise;United States;Journal of the American Medical Assn;Centers for Disease Control and Prevention;National Institutes of Health,2020-04-01,article,Well,News
0,"Some customers prefer greenmarkets to shopping inside during the coronavirus outbreak. Last week, rules were introduced to keep the markets safe.","Tenzing Chime now has one job to do at the vegetable stand where he works, a measure of how much the coronavirus has changed the simplest rituals of neighborhood life.",Why Outdoor Farmers’ Markets Matter More Than Ever,Farmers' Markets;Shopping and Retail;Vegetables;Agriculture and Farming;GrowNYC;New York City;Coronavirus (2019-nCoV),2020-04-01,article,New York,News
0,Former journalists at The New York Times describe a parody of the paper in 1978 and the secrecy surrounding it.,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",Spoofing The Times,New York Times;Newspapers;Comedy and Humor;News and News Media;Strikes,2020-04-01,article,Reader Center,News
0,Gunshot victims are fighting for space inside our overcrowded I.C.U.s.,PHILADELPHIA — My pager goes off again: The police are en route to my hospital. They’re bringing a gunshot victim. E.T.A.? Right now.,"Please, Stop Shooting. We Need the Beds.","Coronavirus (2019-nCoV);Hospitals;Ventilators (Medical);Medical Devices;Firearms;Gun Control;Murders, Attempted Murders and Homicides;Deaths (Fatalities);Shortages;United States",2020-04-01,article,Opinion,Op-Ed
0,"The coronavirus crisis will determine whether Trump is a one-term president, but it may reshape the social order far more.","Not only will the coronavirus crisis define Donald Trump’s legacy, it will determine whether or not he is a one-term president.",Covid-19 Is Twisting 2020 Beyond All Recognition,"Coronavirus (2019-nCoV);Trump, Donald J;United States Economy;United States Politics and Government;Republican Party;Democratic Party;Polls and Public Opinion;Recession and Depression;Epidemics;Presidential Election of 2020",2020-04-01,article,Opinion,Op-Ed
0,Neighborhood pharmacists and government intervention were the secret weapons.,"The coronavirus erupted in South Korea in late January, six months into Yoo Yoon-sook’s new job. She had just moved from Seoul, where she spent three decades working in the same pharmacy, to open the Hankyeol (“Steadfast”) Pharmacy in the city of Incheon, near the international airport. Ms. Yoo hadn’t really gotten a sense of the neighborhood around her new pharmacy “before this all happened,” she told me. It became all coronavirus, all the time.",How South Korea Solved Its Face Mask Shortage,Masks;Shortages;Coronavirus (2019-nCoV);South Korea;United States,2020-04-01,article,Opinion,Op-Ed
0,Expectant mothers who are fearful of giving birth in a city that has become a coronavirus hot spot are seeking other options.,The plane leaving New York was nearly empty.,Some Pregnant Women Who Can Afford to Are Fleeing New York City,Pregnancy and Childbirth;Coronavirus (2019-nCoV);Hospitals;Parenting;New York City,2020-04-01,article,Parenting,News
0,"If staying at home 24/7 is making you climb the walls, here’s something productive to do with your time.","Spend enough time in your home and you may wonder why you decorated it the way you did. Perhaps now that your kitchen island doubles as a home office, you can’t help but scrutinize the position of the dining room table or the height of the pendant lights.",Too Much Time on Your Hands? Try Rearranging the Furniture,Real Estate and Housing (Residential);Home Repairs and Improvements;Restoration and Renovation;Interior Design and Furnishings;Coronavirus (2019-nCoV);Furniture,2020-04-01,article,Real Estate,News
0,Short-term needs and shortages have brought “dramatic changes” to the inner workings of transporting goods by truck.,"This article is part of our continuing Fast Forward series, which examines technological, economic, social and cultural shifts that happen as businesses evolve.","As Demand Surges, Supplying and Shipping Take on New Importance",Freight (Cargo);Trucks and Trucking;Small Business;Coronavirus (2019-nCoV);E-Commerce;Entrepreneurship,2020-04-01,article,Business Day,News
0,"When Joe Kintz deployed to Habbaniyah, Iraq, in 2006 as a bomb technician with SEAL Team 5, he took along something unusual: his own tattoo kit.","Most tattoo parlors do not feature live hand grenades and automatic weapons, but Joe Kintz’s first shop did. In 2006, when Kintz deployed to Habbaniyah, Iraq, as an explosive-ordnance-disposal technician with SEAL Team 5, he took his own tattoo kit with him and set up shop in a plywood-walled room filled with weapons and assault gear. Small ink bottles shared counter space with loaded magazines for handguns and rifles. “I probably did three tattoos a week there,” Kintz said. “Seemed like a good therapy session when you’re not out kicking in doors and shooting people.” His customers mainly were inked with SEAL Tridents, octopuses and platoon flags. “But it was 2006, so there was some tribal stuff, too, of course,” Kintz said with a laugh.",Tattoo Machines and Machine Guns: Inking Your Buddies in Combat,Tattoos;Ships and Shipping;United States Navy;Iraq,2020-04-01,article,Magazine,News
0,"Under the best-case scenario presented on Tuesday, more Americans will die from the coronavirus in the weeks and months to come than died in the Korean and Vietnam Wars combined.","WASHINGTON — Five weeks ago, when there were 60 confirmed cases of the coronavirus in the United States, President Trump expressed little alarm. “This is a flu,” he said. “This is like a flu.” He was still likening it to an ordinary flu as late as Friday.",Trump Confronts a New Reality Before an Expected Wave of Disease and Death,"Trump, Donald J;Coronavirus (2019-nCoV);National Institute of Allergy and Infectious Diseases;Presidents and Presidency (US);United States Politics and Government;Epidemics;Presidential Election of 2020;Fauci, Anthony S",2020-04-01,article,U.S.,News Analysis
0,"The closing of the Manhattan institution, born in the days of Gershwin, after an ill-fated effort to relocate illustrates the struggle for small nonprofits.","For more than 90 years, the Turtle Bay Music School was a fixture in an enduring ritual of growing up: music lessons.","After 94 Years, the Song Ends for the Turtle Bay Music School","Education (K-12);Real Estate (Commercial);Nonprofit Organizations;Music;Manhattan (NYC);Turtle Bay Music School (Manhattan, NY);Shutdowns (Institutional)",2020-04-01,article,Arts,News
0,"The coronavirus pandemic has brought fear, panic and pranksters. In some cases, bad behavior has crossed the line into criminal terrorist acts.","HOLLYWOOD, Fla. — Right around the time the World Health Organization was declaring the novel coronavirus a full-blown pandemic, Cody Lee Pfister walked into a Walmart in Missouri and delivered his own public service announcement — of the twisted variety.",Coronavirus Misbehavior: When Was Licking a Toilet Ever a Good Idea?,Coronavirus (2019-nCoV);Hoaxes and Pranks;Terrorism,2020-04-01,article,U.S.,News
0,"After Bernie Sanders won New Hampshire and Nevada, his campaign hit a roadblock: a wide range of Democrats who would do anything to stop him. Joe Biden became their vehicle.","Jane King, a financial investor from Boston who describes herself as progressive, began the presidential primary as an avowed supporter of Senator Elizabeth Warren of Massachusetts. But as Ms. Warren’s candidacy seemed to fade early this year, Ms. King looked elsewhere.",How ‘Never Bernie’ Voters Threw In With Biden and Changed the Primary,"Biden, Joseph R Jr;Sanders, Bernard;Democratic Party;Presidential Election of 2020;Primaries and Caucuses;Voting and Voters;Polls and Public Opinion;Buttigieg, Pete (1982- );Warren, Elizabeth;United States Politics and Government",2020-04-01,article,U.S.,News
0,"With more than 4,000 acres of protected land, this Westchester town is ideal for ‘forest bathing.’ But it’s only about an hour from Grand Central.","With more than 4,000 acres of protected land, this Westchester town is ideal for ‘forest bathing.’ But it’s only about an hour from Grand Central.","Living In ... Lewisboro, N.Y.",Real Estate and Housing (Residential);Lewisboro (NY),2020-04-01,multimedia,Real Estate,Slideshow
0,Many people thanked me for taking action to save lives. Others compared me to Hitler.,"On Saturday, Tulsa, Okla., and Oklahoma City joined 43 of the nation’s 50 largest cities in America that had ordered residents to “shelter in place.”",I’m a Red-State Mayor and I Ordered My City to Stay Home,"Quarantines;Shutdowns (Institutional);Mayors;Local Government;Coronavirus (2019-nCoV);Centers for Disease Control and Prevention;National Institute of Allergy and Infectious Diseases;Republican Party;Bynum, George Theron IV (GT)",2020-04-01,article,Opinion,Op-Ed
0,"Never before, scientists say, have so many of the world’s researchers focused so urgently on a single topic. Nearly all other research has ground to a halt.","Using flag-draped memes and military terminology, the Trump administration and its Chinese counterparts have cast coronavirus research as national imperatives, sparking talk of a biotech arms race.","Covid-19 Changed How the World Does Science, Together",Coronavirus (2019-nCoV);Research;Clinical Trials;Laboratories and Scientific Equipment;Vaccination and Immunization;Drugs (Pharmaceuticals);Science and Technology;Academic and Scientific Journals;Epidemics;Politics and Government,2020-04-01,article,World,News
0,"If you have some spare time at home and want a productive project, consider creating a digital archive of your personal papers.","While this week’s World Backup Day is typically celebrated most by hard-drive makers and data-storage services, it’s supposed to make people remember to back up their computers. But even if you’re already backing up your digital files, do you have a backup plan for your one-of-a-kind documents and photos that you have only on paper — like birth certificates, marriage licenses and military-discharge papers?",How to Digitize Your Most Important Documents,Archives and Records;Scanning Devices;Data Storage;Mobile Applications;Smartphones;Computers and the Internet;Privacy,2020-04-01,article,Technology,News
0,"In the United States, people are hoarding toilet paper and clogging sewer systems with wipes of all kinds. A little water could solve their problems.","In recent weeks, as the coronavirus has tightened restrictions on public and private life, Americans have been hoarding toilet paper, their shopping carts piled high, as supplies were quickly depleted: the shelves, and sometimes whole aisles, bare.",Is It Time for Americans to Embrace the Bidet?,Coronavirus (2019-nCoV);Bathrooms and Toilets;Stockpiling;Toilet Paper,2020-04-01,article,Style,News
0,"With more than 4,000 acres of protected land, this Westchester town is ideal for ‘forest bathing.’ But it’s only about an hour from Grand Central.","One afternoon a few years ago, Veronica Mcilraith and her husband, Chris Mcilraith, headed north for an afternoon of hiking outside the city. After they wound up spending more time sitting in traffic than walking in the woods, it wasn’t long before they decided they were ready to leave Manhattan.","Lewisboro, N.Y.: More Rural Than Suburban, With a Range of Housing",Real Estate and Housing (Residential);Westchester County (NY);New York State;Lewisboro (NY),2020-04-01,article,Real Estate,News
0,"Fears are growing that the worldwide economic downturn could be especially deep and lengthy, with recovery limited by continued anxiety.",LONDON — The world is almost certainly ensnared in a devastating recession delivered by the coronavirus pandemic.,Why the Global Recession Could Last a Long Time,Recession and Depression;United States Economy;Economic Conditions and Trends;International Trade and World Market;Consumer Behavior;Shutdowns (Institutional);Quarantines;Coronavirus (2019-nCoV),2020-04-01,article,Business Day,News
0,How C.D.C. medical illustrators created the coronavirus pandemic’s most iconic image.,"How many times have you seen the image? It looms behind newscasters during evening updates, gets handed out on printed fliers and scrolls by in tweet after tweet. It might even show up in your dreams.",The Spiky Blob Seen Around the World,"Coronavirus (2019-nCoV);Art;Centers for Disease Control and Prevention;Software;Media;Higgins, Dan (Illustrator);Eckert, Alissa;your-feed-science",2020-04-01,article,Health,News
0,"In 1978, a mischievous band of writers that included George Plimpton and Nora Ephron teamed up to create a spoof of The New York Times. Turns out, Times journalists were among them.","Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",When All the Zingers Were Fit to Print,"New York Times;Writing and Writers;Newspapers;News and News Media;Comedy and Humor;Strikes;Books and Literature;Shutdowns (Institutional);Art;Capers;Newsdealers and Newsstands;Emmy Awards;Typewriters and Typewriting;National Lampoon;Onion, The;Toledo Blade;Village Voice;Bernstein, Carl;Claiborne, Craig;Collins, Glenn;Ephron, Nora;Fitzgerald, Frances;Hendra, Tony;Kosinski, Jerzy;Plimpton, George;Reston, James Jr;Rooney, Mickey;Southern, Terry;Spencer, Scott;Being There (Movie);Sesame Street (TV Program)",2020-04-01,article,Reader Center,News
0,"Circle the globe with these international thrillers, comedies, dramas and documentaries.","There’s no getting around it: Most of us won’t be traveling for a good, long while. There are certainly more pressing concerns — personal health, supply lines, stocking the pantry, caring for the children — but the anticipation and inner peace of an upcoming vacation, a family gathering, or a trip abroad have now disappeared, and who knows for how long. It’s neither safe nor (increasingly) possible to visit Norway or Brazil or France or anywhere else when you’re stuck in your home.",The 18 Best TV Shows for Vicarious Travel Thrills,Television;Travel and Vacations,2020-04-01,article,Travel,News
0,"Reinforcements are arriving to shore up the city's health care system, the mayor said.", [Want to get New York Today by email? Here’s the sign-up.],Coronavirus in N.Y.C.: The Latest,"New York City;Coronavirus (2019-nCoV);Laundry and Laundromats;Hygiene and Cleanliness;New York State;Cuomo, Andrew M;de Blasio, Bill;Cuomo, Christopher",2020-04-01,article,New York,briefing
0,Here's what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),"Coronavirus, New York, Food Banks: Your Wednesday Briefing",,2020-04-01,article,Briefing,briefing
0,"Head across the pond from the comfort of your couch with our favorite British television shows, all available on streaming services.","Across cooking shows and talent competitions, murder mysteries and political satire, British television has earned a reputation for quality. With streaming sites competing for viewers, and many of us at home with more time on our hands, it’s never been easier to find and watch the best of it.",Looking for Escapism? Stream These Great British TV Shows,Television;Great Britain;Broadchurch (TV Program);Fleabag (TV Program);Happy Valley (TV Program);The Crown (TV Program),2020-04-01,article,Arts,News
0,"In an era of global connectedness, the quest for a coronavirus shot has revealed the boundaries of international solidarity.",Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,The Race for a Vaccine,"Vaccination and Immunization;CureVac GmbH;Bennhold, Katrin;Berlin (Germany);Germany;United States;Coronavirus (2019-nCoV)",2020-04-01,article,Podcasts,News
